File,CHQ,Summary,NewSum,ExtractedSummary
13841.txt,"Dear Doctors,
Good day, I would like to ask about the possibility to make a Liver transplantation surgery for my uncle. his liver is damaged and need to be replaced so could you please advise me with the possibility to make the surgery and the approximately cost . also any other details should I know.
Your Quick response is highly appreciated and thanks in advance for your cooperation.","Where can I find information on liver transplants, including cost?","Here is the health question summarized as a one line question delimited by double quotes:
```""What are the possibilities and approximate costs of a liver transplantation surgery for my uncle's damaged liver?""```",What are the possibilities and approximate costs of a liver transplantation surgery for my uncle's damaged liver?
NF_270.txt,"SUBJECT: safe cold medicine to take with Graves disease
MESSAGE: I have a runny nose and headache and have Graves. What is a safe cold medicine to take over the counter?",What cold medicines are safe to take with Graves disease?,"
(i) The health question can be summarized as: ""What is a safe cold medicine to take over the counter for a person with Graves disease?""

(ii) The health question is wrapped with double quotes to indicate that it is a complete sentence.",What is a safe cold medicine to take over the counter for a person with Graves disease?
1-134873285.xml.txt,"SUBJECT: HEP C
MESSAGE: IS THERE A DRUG TO TAKE IF YOU HAVE IN THE LAST 4 DAYS BEEN EXPOSED TO CONTAMINED BLOOD OF A HEP C PERSON. IE PROFOLACTIC DRUG TO LESSEN THE CHANCES OF INFECTION? IE LIKE TRUVADA FOR HIV?",Is there a prophylactic drug for exposure to hepatitis C?,"
The health question is: ""IS THERE A DRUG TO TAKE IF YOU HAVE IN THE LAST 4 DAYS BEEN EXPOSED TO CONTAMINED BLOOD OF A HEP C PERSON? IE PROFOLACTIC DRUG TO LESSEN THE CHANCES OF INFECTION? IE LIKE TRUVADA FOR HIV?""

(i) The health question is a one-line question.

(ii) The health question is wrapped with double quotes.",IS THERE A DRUG TO TAKE IF YOU HAVE IN THE LAST 4 DAYS BEEN EXPOSED TO CONTAMINED BLOOD OF A HEP C PERSON? IE PROFOLACTIC DRUG TO LESSEN THE CHANCES OF INFECTION? IE LIKE TRUVADA FOR HIV?
NF_175.txt,"SUBJECT: Does my circadian rhythm need adjusting? If so, how?
MESSAGE: I had a saliva test last July, which showed my cortisol level at 9 @ 6:30am, 5.1 @ 11:30am, 4.2 @ 4:30pm, 3.3@ 9:30pm. I wake frequently during the night and my brain seems to engage in much thought, making it difficult to go back to sleep. I wake well before the 5:45 alarm and drag myself out of bed. I am exhausted all day and can fall asleep at day or evening events I have seen endocrinologists, in addition to my GYN and primary care dr., all of whom tell me all my blood tests are normal. I take 2 sport yoga classes and a Qi Gong class weekly. I was a young 65, but at 66, the lack of sleep has finally caught up with me and I feel much older than my 66 years. I feel lethargic and heavy-chested. I want my life back. I have never seen or read anything about how or where help can be found. Can you help?","Where can I find information on low cortisol levels, including symptoms, causes and treatments?","
Here is the summary of the health question:

""Does my circadian rhythm need adjusting? If so, how?""

Wrapped in double quotes for clarity.","Does my circadian rhythm need adjusting? If so, how?"
12217.txt,"MESSAGE: Good evening. My name is [NAME] , I am from Bosnia and Herzegovina. I'm 18 years old. I wear a cochlear implant ,hearing aid,  for 14 years. I wear it because have totally lost ability to hear. When i was eleven months old I had a fever therefor I used garamycin , but the doctors gave me too much of it so they burned my hearing nerve. I would like to know if there is any way to give me back my hearing ability without using any kind of help?     Yours faithfuly , [NAME].",What are the treatments for deafness caused by gentamicin?,"(i) The health question is: ""Is there any way to give me back my hearing ability without using any kind of help?""

(ii) The health question is wrapped with double quotes.",Is there any way to give me back my hearing ability without using any kind of help?
1-123938535.xml.txt,"SUBJECT: ClinicalTrials.gov - Question - specific study
MESSAGE: Hi  i am  having a littel eye trouble  like  a glare  or blurr vision and  i am a typed 2 diabitic  since 2010 this promble been going own now four - six monthes now and i have low pressure in my right  eye and cloudy and blurr a  lil. I need  to know what my  problem is and can it  fix  and without going  blinding ..Reply back. .To  [CONTACT]  voice mail  or email text are accepted or [CONTACT]","Can type 2 diabetes cause blurry vision, and what are the treatments for it?","
(i) The health question is ""What is my problem and can it be fixed without going blind?""

(ii) The question is wrapped in double quotes.",What is my problem and can it be fixed without going blind?
1-136003547.xml.txt,"SUBJECT: human chimerism
MESSAGE: My daughter, born 5 days ago, was curiously found to have c+ blood type.  Having ruled out most causes for this, we are left with a possible vanishing twin chimera and don't know where to turn for more information or research.
At this point we don't even have confirmation of whether she is xx/xx or xx/xy, or concrete exclusion of microchimerism.
Help?
I can be reached by cellular at [CONTACT]. my husband and I are local to the [LOCATION], and both [PROFESSION].
Thank you!",Where can I find information on chimerism and twin absorption?,"The health question is: ""What are the possible causes of a newborn baby having a different blood type than the parents, and how can it be confirmed or ruled out?""","What are the possible causes of a newborn baby having a different blood type than the parents, and how can it be confirmed or ruled out?"
11378.txt,"My age is 56 years. And i am suffering from non-toxic goiter on left neck of size about 13cm from 5 years. My thyroid test of T3,T4,T5 are normal,FNAC test is normal and i am having no complications right now. 
1) Please suggest should i go for operation of my thyroid gland.?
2) Is Radioiodine treatment better then surgery for me?
Thanks 
[NAME]",What is the best treatment for non-toxic goiter?,"
The health question can be summarized as:

""Should I go for operation of my thyroid gland? Is Radioiodine treatment better than surgery for me?""",Should I go for operation of my thyroid gland? Is Radioiodine treatment better than surgery for me?
11813.xml.txt,"Cardiac Event Loop Recorder.
 is there a Cardiac Event Loop Recorder intrinsically safe?",What are the risks of a cardiac event recorder?,"
The answer is yes, there are Cardiac Event Loop Recorders (ELRs) that are intrinsically safe. Intrinsically safe devices are designed to operate in hazardous environments without the need for additional safety measures, such as explosion-proof enclosures or flame-proofing.

Some ELRs are designed with intrinsically safe batteries or power sources that are certified for use in hazardous environments. These devices are typically marked with an ""IS"" label or certification mark to indicate their intrinsic safety.

It is important to note that not all ELRs are intrinsically safe, and it is essential to check the device's certification and labeling to ensure that it is safe for use in the intended environment. Additionally, the user should consult the device's instruction manual and manufacturer's guidelines for proper use and maintenance to minimize the risk of injury or damage.",IS
1-122857845.xml.txt,"SUBJECT: Liquid Nutrition without Vitamin K
MESSAGE: My Mother (age 84) is often not hungry and would like to try one of those liquid meals, but was told by her doctor not to take anything with Vitamin K in it.  I have looked at the labels on all of those products and they all have vitamin K in them.  Any ideas of where to look?  Thanks so much.",What nutritional drinks do not contain vitamin K?,"Here is the summary of the health question:

(i) One line question: ""Where can I find liquid nutrition without Vitamin K for my 84-year-old mother?""

(ii) Wrapped in double quotes: ""Where can I find liquid nutrition without Vitamin K for my 84-year-old mother?""",Where can I find liquid nutrition without Vitamin K for my 84-year-old mother?
10813.xml.txt,"ClinicalTrials.gov - Question - general information.
 hello. my mane is [NAME], i am 34 years old . I have AIDS .well now everybody my co-workeds      knows my diagnose.what should i do ?how can i life ?Also store manager [LOCATION] told me ( i am jerk ,  idiot)",Where can I find support groups for people with HIV/AIDS?,"
(i) The health question is: ""What should I do to live with AIDS and how can I handle the stigma and discrimination I am facing at work?""

(ii) The question is wrapped in double quotes to indicate that it is a question being asked by the person, and not a statement.",What should I do to live with AIDS and how can I handle the stigma and discrimination I am facing at work?
1-135050116.xml.txt,"[NAME] submitted the following request on [DATE].
They were searching from .
NLM product:  Local Legends
Web browser:  Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/5.2.43972 Mobile/12F69 Safari/600.1.4
State:
MO
Country:
NONE SPECIFIED
E-Mail address:
[NAME]
Subject:
I have a Question &Need a Response
Message:
My daughter was born in 1988 with a sacralcoccygeal teratoma tumor. [NAME] did there surgery to remove the tumor. [NAME] has grown up and is now having some problems with scar tissue and digestive issues. We would like to know if she could recommend a doctor to follow up with [NAME].  She is going to see [NAME],a plastic surgent on [DATE]. Do any other patients have complications from such a large tumor? Any information to help us would be  greatly appreciated.
If it would be possible, I would love my daughter to meet [NAME], after all she was the one that saved my daughter's life. She is an amazing doctor.
Thank you,
[NAME]","What are the complications from sacralcoccygeal teratoma tumor removal, and how can I find physician(s) who specialize in it?","
The health question is: ""My daughter was born in 1988 with a sacralcoccygeal teratoma tumor. We would like to know if she could recommend a doctor to follow up with, as [NAME] has grown up and is now having some problems with scar tissue and digestive issues. Any information to help us would be greatly appreciated.""","My daughter was born in 1988 with a sacralcoccygeal teratoma tumor. We would like to know if she could recommend a doctor to follow up with, as [NAME] has grown up and is now having some problems with scar tissue and digestive issues. Any information to help us would be greatly appreciated."
1-136240362.xml.txt,"SUBJECT: Ear Infection Treatment
MESSAGE: I was cleaning my ear with a pointed metal and mistakenly it got stock into my ear and I started seeing some blood from my ear,Since than I have being some pains in my ear and can I can be hearing some echo sound in my ear. I would be very glad to know the best medication for my ear treatment.",What are the treatments for punctured eardrum?,"
You are asked to summarize the health question in a one line question, wrapped with double quotes, as follows:

""What is the best medication for treating an ear infection with blood and echo sounds in the ear?""",What is the best medication for treating an ear infection with blood and echo sounds in the ear?
1-131798397.xml.txt,"SUBJECT: Levalbuterol and Budesonide Inhalation Products
MESSAGE: After calling TEVA Pharmaceuticals, they relayed that the stability and storage information printed on their Levalbuterol 1.25 mg/3 mL and 0.63 mg/3 mL Inhalation Solution, as well as their Budesonide 0.5 mg/2 mL and 0.25 mg/2 mL Inhalation Suspension packages is information directly pulled from DailyMed, hence NIH. I am trying to determine if there is any extended stability information for either product, as the nebs are not singly packaged, and therefore a significant amount of product is being wasted in our facility due to the information provided. When name brand Xopenex was still available, Sepracor was able to provide our facility with more stablity information that enabled us to refrigerate the product in the foil pouch, continuing to protect it from light: i.e., ""allows use of product through its labeled expiry."" It would be greatly appreciated if some additional information could be provided regarding the above situation.
Thank you for your attention to this matter.
[NAME]
[LOCATION]
[LOCATION]
[LOCATION]
[CONTACT]",Where can I find extended stability information for Levalbuterol Inhalation Solution and Budesonide Inhalation Suspension?,"
The health question can be summarized as follows:

""Can you provide extended stability information for Levalbuterol and Budesonide inhalation products, as the current information provided on the packaging is insufficient for proper storage and waste reduction?""

Note: The double quotes are used to enclose the entire message, and the single quotes are used to delimit the health question within the message.","Can you provide extended stability information for Levalbuterol and Budesonide inhalation products, as the current information provided on the packaging is insufficient for proper storage and waste reduction?"
13833.txt,"SUBJECT: affects from being molested
MESSAGE: I was molested by my father when I was a child (over 45 years ago).  I've been working on recovery the past couple of years (the memories surfaced in 2010).  As part of my recovery, I'm exploring how being sodomized by my father may have damaged my rectum and surrounding areas.    What kinds of physical damage would have been done by a 22 year old male sodomizing a 5 year old boy?    I'm looking to see if that caused tears in the rectum that would have lead to having to have 9 surgeries as an adult to repair them.  I don't think they just happened.  thanks in advance.",Where can I find information on rectal damage caused by anal sex?,"(i) One line question: ""What kinds of physical damage would have been done by a 22 year old male sodomizing a 5 year old boy?""

(ii) Wrapped in double quotes: """"""I was molested by my father when I was a child (over 45 years ago).""""""",What kinds of physical damage would have been done by a 22 year old male sodomizing a 5 year old boy?
12271.txt,"I have had two groing area hernias 1-mesh 10 years ago Dr [NAME] [LOCATION],& 1-plug& mesh 1 year ago Dr [NAME] [LOCATION], after serious pain & huge bulge that never went away and serious nerve dicomfort in upper thigh area for last year, I got mri and it says I have another hernia! I then seen a Dr [NAME] [LOCATION], he says I must lose 30 pounds before operation.,he says he wants to attach mesh to hip bones thuss using bigger mesh holding etire groing area!unfortionatly I am getting apears to be infection in bulging area, I am a heavy equipment operator seatbelted in to giant bouncing earthmovers all day, most likely moving mesh inside my groing area? I dont know! question is? is this proceedure sound feasible and have researchers heard of it? I am interested in a research program if I can be helped once and for all if possible! please  give me some feedback or at least a great proceedure with a great surgin in palm springs area. thank you [NAME] [LOCATION]","Where can I find the latest research on surgery for groin hernia, and and how can I find physician(s) in Palm Springs who specialize in it?","
Here is the summary of the health question:

""I have had two hernias, one mesh 10 years ago and one plug and mesh 1 year ago, and I am experiencing pain and discomfort in my upper thigh area. My latest MRI shows another hernia, and my doctor wants me to lose 30 pounds before the operation. He suggests attaching mesh to my hip bones, but I am concerned about the feasibility of this procedure and whether it has been successful in the past. I am interested in a research program that could help me find a solution to my problem once and for all.""

(i) It is a one-line question.
(ii) It is wrapped with double quotes.","I have had two hernias, one mesh 10 years ago and one plug and mesh 1 year ago, and I am experiencing pain and discomfort in my upper thigh area. My latest MRI shows another hernia, and my doctor wants me to lose 30 pounds before the operation. He suggests attaching mesh to my hip bones, but I am concerned about the feasibility of this procedure and whether it has been successful in the past. I am interested in a research program that could help me find a solution to my problem once and for all."
NF_176.txt,"SUBJECT: pitting edema
MESSAGE: s it normal for the skin on my legs to have pitting edema even though my legs are not swollen it is there weather they are or not. I feel like my legs are made of playdough. LOL. but seriously I have rheumatoid arthritis,vasculitis,fibromyalgia.and idiopathic urticaria.",What causes pitting edema?,"
The health question can be summarized as: ""Is it normal for the skin on my legs to have pitting edema, even when my legs are not swollen, due to my underlying health conditions such as rheumatoid arthritis, vasculitis, fibromyalgia, and idiopathic urticaria?""","Is it normal for the skin on my legs to have pitting edema, even when my legs are not swollen, due to my underlying health conditions such as rheumatoid arthritis, vasculitis, fibromyalgia, and idiopathic urticaria?"
1-136904945.xml.txt,"SUBJECT: critical diabetic. looking for a implant
MESSAGE: Hello, I am a type one diabetic. Ive recently heard about the pancreas implants. I just wanted to find out the process in which I would take to try an receive one.",What is the latest research on pancreas transplants for type one diabetes?,"
You can see that the health question is delimited by triple backquotes, which are used to enclose a piece of text that should be treated as a single unit. In this case, the question is ""What is the process for trying to receive a pancreas implant as a type one diabetic?""

To summarize the question in one line, it can be written as:

""What is the process for trying to receive a pancreas implant as a type one diabetic?""",What is the process for trying to receive a pancreas implant as a type one diabetic?
12380.txt,"SUBJECT: Irritation on the gland
MESSAGE: There is a problem on my penis gland, due to using lidokaine a lot. The skin is irritating and very sensitive especially when it is wet. Also, the gland is peeling every 3 or 4 days during a week leading to very high stimulating feelings. I have undergone several treatments for skin as well as my neurotic system but with no result at all. Please help me to cure this. Some doctors said there is no treatment for me and there would be no sexual contact forever.","What are the treatments for sensitive, irritated skin on the penis?","
Please provide the answer to the health question in a one-line answer, wrapped in double quotes.

Answer: ""Can you please provide more information on your symptoms and medical history so that I can better understand your condition and provide appropriate treatment options?""",Can you please provide more information on your symptoms and medical history so that I can better understand your condition and provide appropriate treatment options?
16134.txt,"SUBJECT: Urgent Enquiry
MESSAGE: Hi,  I wish to enquire about what other non-invasive alternatives are there in diagnosing a brain injury other than an invasive mri,ct or pet scan?  Patient has a family history of cancer and is afraid of being exposed to radiation, and is also fitted with metal discs to her neck and spine after she developed scoliosis and osteoporosis. She lives in [LOCATION].  Your urgent reply would be much appreciated.   [NAME].","How is brain injury diagnosed, especially non-imaging techniques?","
The health question can be summarized as follows:

""What are the non-invasive alternatives to MRI, CT or PET scans for diagnosing a brain injury?""","What are the non-invasive alternatives to MRI, CT or PET scans for diagnosing a brain injury?"
16.txt,"hearing loss due to Alports Disease. If hearing loss is due to Alports Disease, is the hearing loss the same degree of both ears?",Where can I find information on hearing loss and Alports disease?,"
Answer: (i) The health question is: ""Does the hearing loss due to Alports Disease affect both ears equally?""

(ii) The question is wrapped with double quotes to indicate that it is a complete and distinct question.",Does the hearing loss due to Alports Disease affect both ears equally?
10649.xml.txt,"Metformin varieties.
 As of today, I have been on Metformin HCL 500MG twice a day, for two weeks now. Was diagnosed via 495 blood sugar result and now down to 180 this morning. Pills were prescribed from ER as I have no doctor of my own and awaiting ACA insurance. My friend gave me two bottles of Metformin her mother had used before she died, and I was wondering if I could take them myself.   The first is (according to the label on the bottle) GLIP/METFORM2.5-500MTAB TEVA USA, ONE BY MOUTH EVERY DAY WITH A MEAL. The pill is white, flat sides, oval shaped, and has 7456 on one side and 93 on the other.   The second says GLYB/METFORM 2.5/500TAB ACTAV MID Generic for GLUCOVANCE 2.5/500 TAB. TAKE TWO TABLETS BY MOUTH IN THE MORNING AND THEN TAKE ONE TABLET BY MOUTH IN THE EVENING. This pill is about the same size as the above listed pill, but with what looks like P., then 752. Nothing is on the opposite side.  I have to ask this because while I am waiting for my insurance to kick in, I cannot get a refill on the Metformin HCL I am taking now since I have no doctor to go through. So, if these extras I was given are just as generic as mine, can I take them? Would I adjust the dosage? And, if so, how should I take them (dosage and how many a day)? Being poor sucks, so I hope you can help me out... Thanks!  [NAME]",Can I take Metformin pills given to me by someone else?,"
Here is a summary of the health question:

* One line question: Can I take the Metformin varieties I was given by my friend?
* Wrapped with double quotes: ""Metformin varieties.""

Note: The question is delimited by triple backquotes to indicate that it is a detailed health question.",Metformin varieties.
1-121774929.xml.txt,"SUBJECT: BAC (echinacea angustifolia, hydrastis canadensis, lomatium myrrha, nasturtium a
MESSAGE: Hello,
I want to purchase from you a remedy. I have Multiple Sclerosis, and there is much talk in the media about ""C. perfringens, Type B"" being a trigger for Multiple Sclerosis. Here is a link of the news http://www.bbc.com/news/health-25925658.
I would like to purchase this product ""BAC (echinacea angustifolia, hydrastis canadensis, lomatium myrrha, nasturtium aquaticum, propolis,) liquid"".  Or could you kindly recommend a remedy that will address this bacteria?  And email me how I should purchase and the total cost including the shipping so I can order it. I'm eager for your reply and thank you Kindly. Below are all my details:
[NAME]
[LOCATION]
[CONTACT]
[EMAIL]","Where can I purchase BAC (echinacea angustifolia, hydrastis canadensis, lomatium myrrha, nasturtium aquaticum, propolis,) liquid and how much does it cost?","
The health question in this case is: ""What is the best remedy to address the bacteria ""C. perfringens, Type B"" which is believed to trigger Multiple Sclerosis?""

The question is wrapped in double quotes and is a one-line question.",What is the best remedy to address the bacteria 
16832.txt,MESSAGE: I have a gland on the bottom left side of my jaw that swells up and gets really hard causing pain. The only way to relieve it is to push it with my fingers till it runs out of a hole inside my cheek into my mouth. What could b causing this? I just want to know if i should b concerned about a type of cancer since my grandmother passed from cancer in her lymph nodes.,What are the causes and treatments for salivary gland swelling and pain?,"(i) The health question can be summarized as: ""What could be causing the swelling and pain on the bottom left side of my jaw?""
(ii) The question is wrapped in double quotes to indicate that it is a complete and standalone question.",What could be causing the swelling and pain on the bottom left side of my jaw?
1-137130547.xml.txt,"SUBJECT: 46,X,dir dup(X)(q13-q26)
MESSAGE: Hi I am from [LOCATION], I am wondering if you can help with some information on my duplication,
I have signed up to [LOCATION] here in [LOCATION] but only me, my mum and my sister and 1 other person have been found to have this genetic abnormaility. I have no idea about the other person but my sister was affected by it when she was born, when i was born we had no idea, My sister was born and tested me and my mum, showing my mum had the condition along with my sister. at that point it seemed i never had it. When i was 20 i went to my [PROFESSION] and they said my genetics department here in [LOCATION] wanted me to get retested, Found out that i do carry the same duplication. I have three younger brothers as well, two of the youngest with Autism,
None of the boys have the duplication, but i am wondering if these are linked?
I am wondering what Information do you have available regarding this duplication, I have fertility issues which i don't know of it is linked or not. My AMH level for my age at 26 is low at 4.6!!
my sister has had two children a boy and a girl none do not have the duplication. She also has Stage Two Kidney diease and was born with a horse shoe Kidney they thinks its linked
Please help! or is there anything you can advise for me in the UK to go get looked at further ?
Love from [NAME]","Where can I get information on the genetic abnormality 46,X,dir dup(X)(q13-q26), and  and how can I find physician(s) in the UK who specialize in genetic abnormalities?","
The health question can be summarized as: ""Do you have any information on a genetic duplication (X) found on chromosome 13-26, which affects me and my immediate family members, including my sister who was born with the condition, and my fertility issues?""","Do you have any information on a genetic duplication (X) found on chromosome 13-26, which affects me and my immediate family members, including my sister who was born with the condition, and my fertility issues?"
12318.txt,"SUBJECT: Bruxism
MESSAGE: I understand that bruxism may be a result of tension or anxiety, but why that particular release? Why don't people clench their fists during sleep, or kick, or any number of activities? In other words, why is the jaw the most common location?",What are the causes of bruxism?,"The health question is: ""Why is the jaw the most common location for bruxism?""",Why is the jaw the most common location for bruxism?
1-121789335.xml.txt,"SUBJECT: my infected herpes virus simplex 2 so that i can make a new baby
MESSAGE: dear ! if some one are positive herpes simplex gentle, whether they can make a baby, if his wife never get the virus before due to using condom from her husband They can choose the sperm to make the IVF to preventing the virut transmit for his wife and his baby when him new born",Can herpes virus simplex 2 be transmitted through sperm?,"
Answer: The health question is ""Can someone with herpes simplex virus 2 (HSV-2) make a baby if their spouse has never had the virus before and they used condoms during sexual intercourse?""",Can someone with herpes simplex virus 2 (HSV-2) make a baby if their spouse has never had the virus before and they used condoms during sexual intercourse?
1-122955565.xml.txt,"SUBJECT: After Rectal Prolapse!
MESSAGE: My boyfriend had surgery on his rectum because It came out of him It's been a few years! Is It normal for him to stick his finger up his anus to go to the bathroom?",What are potential complications after rectal prolapse surgery?,"
(i) After Rectal Prolapse! My boyfriend had surgery on his rectum because It came out of him It's been a few years! Is It normal for him to stick his finger up his anus to go to the bathroom?

(ii) ""After Rectal Prolapse! My boyfriend had surgery on his rectum because It came out of him It's been a few years! Is It normal for him to stick his finger up his anus to go to the bathroom?""",After Rectal Prolapse! My boyfriend had surgery on his rectum because It came out of him It's been a few years! Is It normal for him to stick his finger up his anus to go to the bathroom?
1-131612417.xml.txt,"SUBJECT: Otic suspensions
MESSAGE: Dear Sir/Madam,
I am looking for list of approved products of Otic suspensions for human use.Kindly help me to get the details.
Regards/[NAME]",Where can I get information on otic suspensions for human use?,"
Please help me to summarize the health question in a one line question delimited by double quotes as follows:

```""What are the approved products of Otic suspensions for human use?""```",What are the approved products of Otic suspensions for human use?
1-123361775.xml.txt,"SUBJECT: Tailbone trauma
MESSAGE: are there any risks for an elderly person to fly with a cracked or bruised tailbone? thank you in advance",Can I fly with a tailbone injury?,"
Answer: 
The health question is ""Are there any risks for an elderly person to fly with a cracked or bruised tailbone?"" which can be summarized as a one-line question enclosed in double quotes as follows:

""Are there any risks for an elderly person to fly with a cracked or bruised tailbone?""",Are there any risks for an elderly person to fly with a cracked or bruised tailbone?
1-133186587.xml.txt,"SUBJECT: C2657+2_2657+3INSA
MESSAGE: My daughter has been diagnosed with CF and this is one of her gene mutation ( the other one is deltaf508. I am trying to find out information about this gene mutation as I believe it is quite rare and my consultant has very little information on it. I would be very grateful if you can provide any information on this gene mutation.",Where can I find information on gene mutations in cystic fibrosis?,"
The health question is: ""What information is available on the CF gene mutation C2657+2_2657+3INSA?""

(i) It is a one line question: ""What information is available on the CF gene mutation C2657+2_2657+3INSA?""

(ii) It is wrapped with a double quote: ""What information is available on the CF gene mutation C2657+2_2657+3INSA?""",What information is available on the CF gene mutation C2657+2_2657+3INSA?
1-132122995.xml.txt,"SUBJECT: drugs/liver failure
MESSAGE: I don't know if you can answer this, but I thought I'd try. If someone used to use drugs, mainly heroin,  and they've stopped using and are around 30 days clean, will they not be able to test negative for drugs if their liver is failing?",How long is heroin detectable in your system?,"(i) The health question is a one line question: ""Will they not be able to test negative for drugs if their liver is failing?""

(ii) The health question is wrapped with a double quote: ""Will they not be able to test negative for drugs if their liver is failing?""",Will they not be able to test negative for drugs if their liver is failing?
1-123285335.xml.txt,"SUBJECT: Need glucosamine sulfate not containing shellfish meats
MESSAGE: Can you please help me? I have been taking a glucosamine sulfate product with MSM for my arthritis. My nutritionist warned me I could develop a shellfish allergy if it is made from the shellfish meat. The customer service of the product that I am taking confirmed their product is made from the shellfish meat of 3 crustaceans. Can you direct me to how I can find this product not made from the meats, but the shells instead. (I don't want the vegetarian version because it is so hard on the stomach). I appreciate your help.",What glucosamine sulfate is manufactured only from shellfish shells?,"
Here is a one-liner summary of the health question:

""Can you help me find a glucosamine sulfate product that is not made from shellfish meats, but instead from the shells?""","Can you help me find a glucosamine sulfate product that is not made from shellfish meats, but instead from the shells?"
1-123408405.xml.txt,"SUBJECT: ClinicalTrials.gov - Question - general information
MESSAGE: My 5 yr old Grandson has Tourette's, his Dad, my son also has it. His 7 yr old brother picks his arms and leaves scars, Is there anything we can do? He has been to A Neurologists once, and he said to keep records of the 6 yr old and to come back in 6 mo, or sooner if things get worse.",What are the symptoms of tourette's syndrome and their treatments?,"
The health question is: ""Is there anything we can do to help my 6 yr old Grandson who picks his arms and leaves scars?""",Is there anything we can do to help my 6 yr old Grandson who picks his arms and leaves scars?
89.txt,"ClinicalTrials.gov - Question - general information. Is there any information out there regarding people who have both, Charcot Marie Tooth Disease and Parkinson's ? My husband has both. Not too much info. In [LOCATION] about these two diseases together. However, as a care giver, this is a tough one! Any studies genetically or otherwise on these two together? Thanks, [NAME]",Where can I find information on  Charcot Marie Tooth Disease with Parkinson's disease?,"
Here is the summary of the health question:

(i) The health question is a one-line question: ""Is there any information out there regarding people who have both, Charcot Marie Tooth Disease and Parkinson's?""

(ii) The health question is wrapped with a double quote: ""Is there any information out there regarding people who have both, Charcot Marie Tooth Disease and Parkinson's?""","Is there any information out there regarding people who have both, Charcot Marie Tooth Disease and Parkinson's?"
13943.txt,"SUBJECT: Hematoma following basal cell carcinoma
MESSAGE: Is this common after surgery.  What is the cause?",What causes hematoma after surgery?,"
Here is the detailed health question wrapped in a double quote and a single quote:
```""What is the likelihood of developing a hematoma following basal cell carcinoma surgery?""```

Answer: The likelihood of developing a hematoma following basal cell carcinoma surgery is relatively low, but it can occur in some cases. The exact cause of hematoma after surgery is not fully understood, but it may be due to various factors such as bleeding, trauma, or inflammation. It is important to consult with a healthcare professional for proper evaluation and treatment if you experience any symptoms of hematoma after surgery.",What is the likelihood of developing a hematoma following basal cell carcinoma surgery?
1-123031345.xml.txt,"SUBJECT: pseudogout
MESSAGE: @ http://www.nlm.nih.gov/medlineplus/ency/article/000421.htm I see the statement ""There is no known way to prevent this disorder. However, treating other problems that may cause pseudogout may make the condition less severe"" which I would like to have explained, especially what those other problems are &how they may be treated. I'm especially interested in whether supplemental calcium may not be good to take.",What are the treatments for pseudogout?,"Here is the summary of the health question:

""What are the other problems that may cause pseudogout and how can they be treated?""

Note: The question is wrapped in double quotes to indicate that it is a complete sentence, and the `@` symbol is used to indicate the source of the information (in this case, MedlinePlus).",What are the other problems that may cause pseudogout and how can they be treated?
98.txt,"IP. My daughter has IP and was diagonsed when she was born 27 years ago, she is now pregnant, what do we need to do about having her tested besides a amnio, I heard on the news 3 weeks ago about blood tests that identify chromosome problems with a blood test....Will [LOCATION] still have her medical records from way back then? At the time we belonged to [LOCATION], how do we get information to her current doctor who knows nothing about this, I would not like her to have a ammnio due to the chance of miscarage.",What prenatal genetic testing is available for Incontinentia Pigmenti (IP)?,"
(i) The health question can be summarized as: ""What blood tests are available to identify chromosome problems in a pregnancy besides amniocentesis?""

(ii) The question is wrapped in double quotes for emphasis and to indicate that it is a complete sentence.",What blood tests are available to identify chromosome problems in a pregnancy besides amniocentesis?
NF_229.txt,"SUBJECT: High Blood Pressure
MESSAGE: I know you may not answer this but my blood pressure comes up at night when I am asleep. I take four medicines. I have asked doctors why this happens and no one knows. This morning at four A.M. It was 164 and I took a clonidine to help get it done. It worries me so.",What causes a rise in blood pressure when asleep?,"
Here is the summary of the health question:

""What is the reason for high blood pressure at night while sleeping, despite taking four medications, and why do doctors not know the answer?""","What is the reason for high blood pressure at night while sleeping, despite taking four medications, and why do doctors not know the answer?"
72.txt,Customer Service Request. I am looking for a company/research facility that can do genetic testing on the UGT group of genes.  Does such a place exist?  How would I go about getting this type of testing done?,Where can I find information on genetic testing for UGT abnormalities?,"
(i) The health question is a one-liner, ""Does such a place exist?""

(ii) The health question is wrapped in double quotes.",Does such a place exist?
1-136852615.xml.txt,"SUBJECT: ClinicalTrials.gov - Question - general information
MESSAGE: A friend had chemo for breast cancer.  She has developed a foam in her mouth that appears to come from her gums.  She has been to every doctor, but no one can diagnose.  She has tried everything recommended and nothing seems to work.  She has gone into a deep depresstion because of this constant foam.  Would there be any studies available?  Could someone give an idea of what could be causing this problem in her mouth?  Is there any interest of looking into her case?  Thank you.",What causes foamy saliva?,"
(i) One line question: ""Has my friend been diagnosed with any oral side effects from chemotherapy?""

(ii) Wrapped in double quotes: ""Has my friend been diagnosed with any oral side effects from chemotherapy?""",Has my friend been diagnosed with any oral side effects from chemotherapy?
